date,open,close,high,low,volume
18-Sep-15,7967.45,7981.9,8055,7955.85,230309.88
21-Sep-15,7911.5,7977.1,7987.9,7908.35,147322.93
22-Sep-15,8014.8,7812,8021.6,7787.75,174210.14
23-Sep-15,7737.35,7845.95,7882.9,7723.25,157177.36
24-Sep-15,7838.4,7868.5,7894.5,7804.1,198299.55
28-Sep-15,7892.8,7795.7,7893.95,7787.95,141799.27
29-Sep-15,7725.7,7843.3,7926.55,7691.2,205536.25
30-Sep-15,7924.25,7948.9,7957.7,7874.5,201560.32
01-Oct-15,7992.05,7950.9,8008.25,7930.65,174017
05-Oct-15,8005.1,8119.3,8128.9,8005.1,186984.48
06-Oct-15,8180.45,8152.9,8180.95,8096.5,184081.26
07-Oct-15,8146.2,8177.4,8188.9,8132.9,175515.65
08-Oct-15,8196.75,8129.35,8196.75,8105.85,158660.39
09-Oct-15,8186.35,8189.7,8232.2,8139.65,161340.25
12-Oct-15,8231.5,8143.6,8244.5,8128.2,144825.56
13-Oct-15,8121.95,8131.7,8150.25,8088.6,144930.65
14-Oct-15,8102.4,8107.9,8139.3,8096.35,147207.04
15-Oct-15,8134.35,8179.5,8190.55,8129.8,158927.87
16-Oct-15,8193.65,8238.15,8246.4,8147.65,153720.3
19-Oct-15,8262.55,8275.05,8283.05,8239.2,151601.3
20-Oct-15,8280.3,8261.65,8294.05,8229.2,178811.82
21-Oct-15,8258.35,8251.7,8294.4,8217.15,157486.06
23-Oct-15,8308.25,8295.45,8328.1,8280.75,155872.71
26-Oct-15,8333.65,8260.55,8336.3,8252.05,141664.51
27-Oct-15,8230.35,8232.9,8241.95,8217.05,168990.62
28-Oct-15,8188.9,8171.2,8209.1,8131.8,186828.78
29-Oct-15,8175.45,8111.75,8179.6,8098,215955.53
30-Oct-15,8123.55,8065.8,8146.1,8044.4,190570.67
02-Nov-15,8054.55,8050.8,8060.7,7995.6,153165.07
03-Nov-15,8086.35,8060.7,8100.35,8031.75,149927.12
04-Nov-15,8104.9,8040.2,8116.1,8027.3,145780.09
05-Nov-15,8030.35,7955.45,8031.2,7944.1,140535.13
06-Nov-15,7956.55,7954.3,8002.65,7926.15,164432.07
09-Nov-15,7788.25,7915.2,7937.75,7771.7,176402.85
10-Nov-15,7877.6,7783.35,7885.1,7772.85,172866.47
11-Nov-15,7838.8,7825,7847.95,7819.1,27879.06
13-Nov-15,7762.45,7762.25,7775.1,7730.9,172598.2
16-Nov-15,7732.95,7806.6,7838.85,7714.15,152856.42
17-Nov-15,7848.75,7837.55,7860.45,7793,153128.65
18-Nov-15,7823.15,7731.8,7843.4,7725.05,144580.11
19-Nov-15,7788.5,7842.75,7854.9,7765.45,153155.49
20-Nov-15,7841.9,7856.55,7906.95,7817.8,170196.91
23-Nov-15,7869.5,7849.25,7877.5,7825.2,144618.59
24-Nov-15,7837,7831.6,7870.35,7812.65,158518.22
26-Nov-15,7837.15,7883.8,7897.1,7832,233147.32
27-Nov-15,7910.6,7942.7,7959.3,7879.45,162359.85
30-Nov-15,7936.25,7935.25,7966,7922.8,295350.3
01-Dec-15,7958.15,7954.9,7972.15,7934.15,162583.85
02-Dec-15,7976.7,7931.35,7979.3,7910.8,161350.04
03-Dec-15,7902.3,7864.15,7912.3,7853.3,159845.3
04-Dec-15,7817.6,7781.9,7821.4,7775.7,168832.28
07-Dec-15,7816.55,7765.4,7825.4,7746.05,139002.74
08-Dec-15,7738.5,7701.7,7771.25,7685.45,136569.62
09-Dec-15,7695.5,7612.5,7702.85,7606.9,148902.96
10-Dec-15,7643.3,7683.3,7691.95,7610,149340.48
11-Dec-15,7699.6,7610.45,7703.05,7575.3,155713.26
14-Dec-15,7558.2,7650.05,7663.95,7551.05,140200.18
15-Dec-15,7659.15,7700.9,7705,7625.1,139629.46
16-Dec-15,7725.25,7750.9,7776.6,7715.75,150446.49
17-Dec-15,7783.05,7844.35,7852.9,7737.55,169996.51
18-Dec-15,7828.9,7761.95,7836.15,7753.35,179609.27
21-Dec-15,7745.65,7834.45,7840.75,7733.45,132950.97
22-Dec-15,7829.4,7786.1,7846.3,7776.85,136243.67
23-Dec-15,7830.45,7865.95,7871.45,7826.1,155951.95
24-Dec-15,7888.75,7861.05,7888.75,7835.5,133905.57
28-Dec-15,7863.2,7925.15,7937.2,7863,142514.09
29-Dec-15,7929.2,7928.95,7942.15,7902.75,144837.5
30-Dec-15,7938.6,7896.25,7944.75,7889.85,146360.62
31-Dec-15,7897.8,7946.35,7955.55,7891.15,194751.22
01-Jan-16,7938.45,7963.2,7972.55,7909.8,127907.74
04-Jan-16,7924.55,7791.3,7937.55,7781.1,171793.55
05-Jan-16,7828.4,7784.65,7831.2,7763.25,176576.88
06-Jan-16,7788.05,7741,7800.95,7721.2,201102.21
07-Jan-16,7673.35,7568.3,7674.95,7556.6,186503.22
08-Jan-16,7611.65,7601.35,7634.1,7581.05,159367.02
11-Jan-16,7527.45,7563.85,7605.1,7494.35,163597.61
12-Jan-16,7587.2,7510.3,7588.3,7487.8,161467.32
13-Jan-16,7557.9,7562.4,7590.95,7425.8,225759.18
14-Jan-16,7467.4,7536.8,7604.8,7443.8,185443.75
15-Jan-16,7561.65,7437.8,7566.5,7427.3,175476.46
18-Jan-16,7420.35,7351,7463.65,7336.4,183818.54
19-Jan-16,7381.8,7435.1,7462.75,7364.15,162946.74
20-Jan-16,7357,7309.3,7470.9,7241.5,180640.95
21-Jan-16,7376.65,7276.8,7398.7,7250,180821.87
22-Jan-16,7355.7,7422.45,7433.4,7327.6,174124.19
25-Jan-16,7468.75,7436.15,7487.15,7421.2,137057.96
27-Jan-16,7469.6,7437.75,7477.9,7419.7,152227.5
28-Jan-16,7426.5,7424.65,7468.85,7409.6,207830.43
29-Jan-16,7413.35,7563.55,7575.65,7402.8,206373.26
01-Feb-16,7589.5,7555.95,7600.45,7541.25,166236.52
02-Feb-16,7566.65,7455.55,7576.3,7428.05,173648.31
03-Feb-16,7392.45,7361.8,7419.4,7350.3,162559.33
04-Feb-16,7411.45,7404,7457.05,7365.95,168984.62
05-Feb-16,7418.25,7489.1,7503.15,7406.65,178357.18
08-Feb-16,7489.7,7387.25,7512.55,7363.2,138402.61
09-Feb-16,7303.95,7298.2,7323.45,7275.15,148574.42
10-Feb-16,7264.3,7215.7,7271.85,7177.75,173222.87
11-Feb-16,7203.6,6976.35,7208.65,6959.95,189563.88
12-Feb-16,7023.65,6980.95,7034.8,6869,224543.85
15-Feb-16,7057.35,7162.95,7182.8,7056.8,181071.87
16-Feb-16,7201.25,7048.25,7204.65,7037.7,149767.21
17-Feb-16,7058.85,7108.45,7123.7,6960.65,160683.89
18-Feb-16,7177.4,7191.75,7215.1,7127.85,158954.06
19-Feb-16,7170.55,7210.75,7226.85,7145.95,126020.27
22-Feb-16,7208.85,7234.55,7252.4,7200.7,116461.78
23-Feb-16,7240.3,7109.55,7241.7,7090.7,133931.02
24-Feb-16,7075,7018.7,7090.8,7009.75,130958.8
25-Feb-16,7029.85,6970.6,7034.2,6961.4,184825.83
26-Feb-16,7039.3,7029.75,7052.9,6985.1,140884.84
29-Feb-16,7050.45,6987.05,7094.6,6825.8,248806.25
01-Mar-16,7038.25,7222.3,7235.5,7035.1,193990.03
02-Mar-16,7321.7,7368.85,7380.35,7308.15,207227.58
03-Mar-16,7429.55,7475.6,7483.95,7406.05,187259.36
04-Mar-16,7505.4,7485.35,7505.9,7444.1,181779.79
08-Mar-16,7486.4,7485.3,7527.15,7442.15,178895.56
09-Mar-16,7436.1,7531.8,7539,7424.3,182489.43
10-Mar-16,7545.35,7486.15,7547.1,7447.4,171818.28
11-Mar-16,7484.85,7510.2,7543.95,7460.6,156206.43
14-Mar-16,7542.6,7538.75,7583.7,7515.05,138489.63
15-Mar-16,7535.85,7460.6,7545.2,7452.8,153729.93
16-Mar-16,7457.05,7498.75,7508,7405.15,145290.91
17-Mar-16,7557.4,7512.55,7585.3,7479.4,175840.27
18-Mar-16,7534.65,7604.35,7613.6,7517.9,189119.25
21-Mar-16,7619.2,7704.25,7713.55,7617.7,162473.79
22-Mar-16,7695.55,7714.9,7728.2,7643.8,174964.12
23-Mar-16,7717.45,7716.5,7726.85,7670.6,159284.61
28-Mar-16,7741,7615.1,7749.4,7587.7,174101.62
29-Mar-16,7606.55,7597,7652.9,7582.25,180614.5
30-Mar-16,7651.1,7735.2,7741.95,7643.45,181713.65
31-Mar-16,7727.65,7738.4,7777.6,7702,274185.13
01-Apr-16,7718.05,7713.05,7740.15,7666.1,156066.1
04-Apr-16,7733.15,7758.8,7764.45,7704.4,140316.94
05-Apr-16,7736.3,7603.2,7736.3,7588.65,164252.75
06-Apr-16,7636.05,7614.35,7638.65,7591.75,146441.6
07-Apr-16,7630.4,7546.45,7630.75,7535.85,150194.27
08-Apr-16,7542.35,7555.2,7569.35,7526.7,129545.58
11-Apr-16,7577.8,7671.4,7678.8,7516.85,151631.3
12-Apr-16,7669.25,7708.95,7717.4,7663.35,159110.63
13-Apr-16,7777.15,7850.45,7864.8,7772.2,192788.94
18-Apr-16,7908.15,7914.7,7920.6,7842.75,187237.35
20-Apr-16,7950.05,7914.75,7950.4,7877.55,205380.08
21-Apr-16,7953.65,7912.05,7978.45,7884.1,205641.16
22-Apr-16,7891.8,7899.3,7923.35,7873.35,156656.53
25-Apr-16,7894.8,7855.05,7911,7827,147871.06
26-Apr-16,7828.15,7962.65,7974.5,7822.55,182830.38
27-Apr-16,7942,7979.9,7991,7940.55,177724.23
28-Apr-16,7967.4,7847.25,7992,7834.45,256134.35
29-Apr-16,7844.25,7849.8,7889.05,7788.7,184972.16
02-May-16,7822.7,7805.9,7829.8,7777.3,144088.39
03-May-16,7824.8,7747,7890.25,7735.15,184096.32
04-May-16,7724.15,7706.55,7749,7697.25,160190.72
05-May-16,7731,7735.5,7777.55,7706.85,162986.85
06-May-16,7717.65,7733.45,7738.9,7678.35,135368.08
09-May-16,7755.25,7866.05,7873.65,7753.55,161567.45
10-May-16,7873.55,7887.8,7896.9,7837.7,163840.68
11-May-16,7804.65,7848.85,7893.1,7780.9,177961.43
12-May-16,7871.45,7900.4,7916.05,7849.65,157810.86
13-May-16,7881,7814.9,7881,7784.2,193369.67
16-May-16,7831.2,7860.75,7873.9,7772.15,153945.96
17-May-16,7896.85,7890.75,7940.1,7879.7,175376.72
18-May-16,7846.75,7870.15,7882.05,7810.75,157031.8
19-May-16,7875.5,7783.4,7876.2,7766.8,166935.29
20-May-16,7792.2,7749.7,7812.4,7735.75,143989.39
23-May-16,7813.95,7731.05,7820.6,7722.2,146009.52
24-May-16,7738.05,7748.85,7761.55,7715.8,151716.91
25-May-16,7811.8,7934.9,7941.2,7809.3,166737.92
26-May-16,7974.45,8069.65,8083,7948.5,233175.75
27-May-16,8081.95,8156.65,8164.2,8077.05,211692.04
30-May-16,8166.5,8178.5,8200,8150.8,170026.6
31-May-16,8209.85,8160.1,8213.6,8134.3,358557.93
01-Jun-16,8179.2,8179.95,8215.35,8171.05,173837.48
02-Jun-16,8156.9,8218.95,8229.5,8154.75,164816.29
03-Jun-16,8246.2,8220.8,8262,8209.85,203190.35
06-Jun-16,8228.75,8201.05,8234.7,8186.05,150986.55
07-Jun-16,8235.55,8266.45,8294.95,8216.4,190242.12
08-Jun-16,8285.5,8273.05,8288.9,8252.05,166207.43
09-Jun-16,8273.35,8203.6,8273.35,8184.6,166843.64
10-Jun-16,8180.25,8170.05,8265.6,8162.85,165497.99
13-Jun-16,8102.25,8110.6,8125.25,8063.9,150581.82
14-Jun-16,8134.4,8108.85,8134.95,8069.5,145066.74
15-Jun-16,8139.4,8206.6,8213.2,8123.15,165935.84
16-Jun-16,8180.65,8140.75,8180.65,8074.45,183451.9
17-Jun-16,8176.65,8170.2,8195.25,8135.8,177109.93
20-Jun-16,8115.75,8238.5,8244.15,8107.35,166427.35
21-Jun-16,8255.4,8219.9,8257.25,8202.15,151391.29
22-Jun-16,8213.65,8203.7,8238.35,8153.25,151138.18
23-Jun-16,8201.15,8270.45,8285.6,8188.3,140070.89
24-Jun-16,8029.1,8088.6,8100.7,7927.05,246520.58
27-Jun-16,8039.35,8094.7,8120.65,8039.35,163497.84
28-Jun-16,8096.05,8127.85,8146.35,8086.85,170677.81
29-Jun-16,8173.1,8204,8212.4,8157.65,175095.92
30-Jun-16,8260.25,8287.75,8308.15,8242.1,266256.01
01-Jul-16,8313.05,8328.35,8356.75,8308.65,191382.36
04-Jul-16,8376.75,8370.7,8398.45,8364.7,177499.95
05-Jul-16,8379.3,8335.95,8381.45,8319.95,172042.01
07-Jul-16,8342,8337.9,8361.95,8317.7,185716.44
08-Jul-16,8350,8323.2,8353.3,8287.55,166021.83
11-Jul-16,8413.35,8467.9,8475.25,8407.05,177099.52
12-Jul-16,8502.6,8521.05,8526.6,8479.2,198621.64
13-Jul-16,8540.45,8519.5,8550.25,8493.55,212716.54
14-Jul-16,8515.75,8565,8571.4,8500.7,181811.71
15-Jul-16,8565.45,8541.4,8594.8,8510.05,228556.67
18-Jul-16,8564.05,8508.7,8587.1,8494.35,174254.1
19-Jul-16,8514.3,8528.55,8540.05,8476.7,175028.6
20-Jul-16,8515.45,8565.85,8569.9,8512.55,191804.82
21-Jul-16,8582.7,8510.1,8585.25,8503.45,214678.33
22-Jul-16,8519.65,8541.2,8548.95,8489.8,204385.61
25-Jul-16,8519.95,8635.65,8641.15,8517.2,214138.53
26-Jul-16,8633.75,8590.65,8644.9,8577.15,235064.09
27-Jul-16,8599.4,8615.8,8665,8572.05,240981.84
28-Jul-16,8636.95,8666.3,8674.7,8625.25,299207.42
29-Jul-16,8668.3,8638.5,8670.35,8631.15,232305.48
01-Aug-16,8654.3,8636.55,8711.3,8590.5,242701.17
02-Aug-16,8647.45,8622.9,8687.2,8611.4,230914.25
03-Aug-16,8635.2,8544.85,8635.45,8529.6,212205.94
04-Aug-16,8599.95,8551.1,8601.4,8518.15,191244.27
05-Aug-16,8600.2,8683.15,8689.4,8590.15,206508.59
08-Aug-16,8712.85,8711.35,8723.5,8697.6,206766.88
09-Aug-16,8727.8,8678.25,8728.35,8638.2,222988.94
10-Aug-16,8686.7,8575.3,8690.1,8564.6,208464
11-Aug-16,8572.8,8592.15,8601.15,8540.05,228304.33
12-Aug-16,8605.45,8672.15,8684.3,8604.45,235091.23
16-Aug-16,8670.25,8642.55,8682.35,8600.45,215719.15
17-Aug-16,8639.8,8624.05,8667.1,8603.6,190189.11
18-Aug-16,8648.85,8673.25,8690.7,8645.05,194495.2
19-Aug-16,8694.3,8666.9,8696.6,8647.1,203166
22-Aug-16,8667,8629.15,8684.85,8614,181653.43
23-Aug-16,8628.35,8632.6,8642.15,8580,183956.44
24-Aug-16,8648.5,8650.3,8661.05,8620.9,183863.66
25-Aug-16,8668.85,8592.2,8683.05,8583.65,251628.67
26-Aug-16,8614.35,8572.55,8622.95,8547.55,177120.69
29-Aug-16,8583.75,8607.45,8622,8543.75,162761.74
30-Aug-16,8646.75,8744.35,8750.6,8642.25,197071.15
31-Aug-16,8754.05,8786.2,8819.2,8754.05,379443.63
01-Sep-16,8793.6,8774.65,8813.25,8759.95,209273.7
02-Sep-16,8796.35,8809.65,8824.1,8768.2,193402.24
06-Sep-16,8852.7,8943,8950.85,8848.45,206936.27
07-Sep-16,8968.7,8917.95,8968.7,8913.35,254272.25
08-Sep-16,8915.5,8952.5,8960.35,8896,237721.05
09-Sep-16,8934.3,8866.7,8939.15,8858.7,231598.76
12-Sep-16,8732.95,8715.6,8746.95,8699.4,211365.12
14-Sep-16,8710.65,8726.6,8739.85,8688.9,220206.92
15-Sep-16,8743.85,8742.55,8751.95,8704.35,192317.34
16-Sep-16,8780.85,8779.85,8847.65,8750.5,316841.23
19-Sep-16,8788.45,8808.4,8824.3,8774.2,192263.65
20-Sep-16,8816.1,8775.9,8816.45,8759.3,193275.47
21-Sep-16,8790.3,8777.15,8826.85,8757.3,187054.39
22-Sep-16,8873.35,8867.45,8893.35,8837.8,218233.68
23-Sep-16,8880.75,8831.55,8885.2,8820.3,246247.64
26-Sep-16,8807.9,8723.05,8809.55,8715.1,199614.36
27-Sep-16,8748.9,8706.4,8768.5,8690.5,190950.37
28-Sep-16,8711.2,8745.15,8767.05,8703.15,216052.58
29-Sep-16,8792.7,8591.25,8800.65,8558.25,450123.63
30-Sep-16,8581.5,8611.15,8637.15,8555.2,221449.37
03-Oct-16,8666.15,8738.1,8745.2,8635,204331.03
04-Oct-16,8770,8769.15,8783.65,8736.1,221429.85
05-Oct-16,8806.35,8743.95,8806.95,8731.4,212518.55
06-Oct-16,8768.7,8709.55,8781.15,8684.65,222789.36
07-Oct-16,8721.7,8697.6,8723.7,8663.8,193525.15
10-Oct-16,8735.35,8708.8,8745.8,8703.95,150919.25
13-Oct-16,8671.5,8573.35,8681.55,8541.35,236222.36
14-Oct-16,8594,8583.4,8604.45,8549.8,205182.18
17-Oct-16,8612.95,8520.4,8615.4,8506.15,208413.95
18-Oct-16,8556.05,8677.9,8685.1,8555.9,219309.37
19-Oct-16,8697.5,8659.1,8698.75,8636.7,230906
20-Oct-16,8693.35,8699.4,8727,8678.3,205175.23
21-Oct-16,8708.6,8693.05,8709.1,8652.05,202809.67
24-Oct-16,8709.85,8708.95,8736.95,8684.15,185985.31
25-Oct-16,8721.7,8691.3,8722.65,8663.45,205031.93
26-Oct-16,8657.3,8615.25,8657.3,8596.6,227911.88
27-Oct-16,8607.1,8615.25,8624.85,8550.25,268583.42
28-Oct-16,8625,8638,8653.75,8581.75,215962.23
30-Oct-16,8672.35,8625.7,8678.25,8616.25,34623.71
01-Nov-16,8653.15,8626.25,8669.6,8614.5,208915.6
02-Nov-16,8542.8,8514,8549.5,8504.85,185782.46
03-Nov-16,8499.85,8484.95,8537.65,8476.15,196004.95
04-Nov-16,8503.6,8433.75,8504,8400.25,239466.59
07-Nov-16,8535.75,8497.05,8535.85,8481.45,214030.11
08-Nov-16,8540,8543.55,8559.4,8480.1,194504.99
09-Nov-16,8067.5,8432,8476.2,8002.25,340649
10-Nov-16,8555.6,8525.75,8598.45,8510.7,271972.8
11-Nov-16,8456.65,8296.3,8460.6,8284.95,260892.2
15-Nov-16,8284.85,8108.45,8288.55,8093.2,324577.77
16-Nov-16,8205.65,8111.6,8210.05,8089.4,261425.21
17-Nov-16,8105.1,8079.95,8151.25,8060.3,182619.39
18-Nov-16,8097.55,8074.1,8128.95,8048.3,176407.92
21-Nov-16,8102.1,7929.1,8102.45,7916.4,194672.69
22-Nov-16,7989.15,8002.3,8019.05,7938.15,183596
23-Nov-16,8051.2,8033.3,8055.2,7973.1,185946.08
24-Nov-16,8011.8,7965.5,8024.85,7952.55,237428.08
25-Nov-16,8007.95,8114.3,8122.25,7976.75,188451.4
28-Nov-16,8080.65,8126.9,8146.5,8066.5,178958.63
29-Nov-16,8131.55,8142.15,8197.35,8128.7,186895.04
30-Nov-16,8172.15,8224.5,8234.25,8139.25,315360.6
01-Dec-16,8244,8192.9,8250.8,8185.05,173539.68
02-Dec-16,8153.55,8086.8,8159.3,8070.05,168054.15
05-Dec-16,8088.75,8128.75,8141.9,8056.85,144193.75
06-Dec-16,8153.15,8143.15,8178.7,8130.85,136763.54
07-Dec-16,8168.4,8102.05,8190.45,8077.5,159000.48
08-Dec-16,8152.1,8246.85,8256.25,8151.75,160456.44
09-Dec-16,8271.7,8261.75,8274.95,8241.95,168607.68
12-Dec-16,8230.65,8170.8,8230.65,8154.45,133245.82
13-Dec-16,8196.15,8221.8,8228.85,8155.8,180500.67
14-Dec-16,8229.35,8182.45,8229.4,8165.1,161509.83
15-Dec-16,8128.4,8153.6,8225.9,8121.95,171086.09
16-Dec-16,8178.2,8139.45,8178.7,8127.45,181339.08
19-Dec-16,8126,8104.35,8132.5,8094.85,132992.12
20-Dec-16,8110.6,8082.4,8124.1,8062.75,153846.03
21-Dec-16,8105.85,8061.3,8112.55,8053.25,140486.47
22-Dec-16,8043.85,7979.1,8046.45,7964.95,135336.3
23-Dec-16,7972.5,7985.75,8022.6,7942.05,152658.21
26-Dec-16,7965.1,7908.25,7970.05,7893.8,131427.05
27-Dec-16,7915.05,8032.85,8044.65,7903.7,143676.41
28-Dec-16,8047.55,8034.85,8100.55,8028.4,157039.25
29-Dec-16,8030.6,8103.6,8111.1,8020.8,192685.76
30-Dec-16,8119.65,8185.8,8197,8114.75,149023.2
02-Jan-17,8210.1,8179.5,8212,8133.8,135903.34
03-Jan-17,8196.05,8192.25,8219.1,8148.6,157118.9
04-Jan-17,8202.65,8190.5,8218.5,8180.9,174754.28
05-Jan-17,8226.65,8273.8,8282.65,8223.7,190272.13
06-Jan-17,8281.85,8243.8,8306.85,8233.25,183430.37
09-Jan-17,8259.35,8236.05,8263,8227.75,145104.26
10-Jan-17,8262.7,8288.6,8293.8,8261,178674.52
11-Jan-17,8327.8,8380.65,8389,8322.25,215621.7
12-Jan-17,8391.05,8407.2,8417.2,8382.3,182088.86
13-Jan-17,8457.65,8400.35,8461.05,8373.15,186190.3
16-Jan-17,8390.95,8412.8,8426.7,8374.4,153121.95
17-Jan-17,8415.05,8398,8440.9,8378.3,171263.59
18-Jan-17,8403.85,8417,8460.3,8397.4,194496.06
19-Jan-17,8418.4,8435.1,8445.15,8404.05,179746.23
20-Jan-17,8404.35,8349.35,8423.65,8340.95,199748.33
23-Jan-17,8329.6,8391.5,8404.15,8327.2,176670.67
24-Jan-17,8407.05,8475.8,8480.95,8398.15,195913.01
25-Jan-17,8499.45,8602.75,8612.6,8493.95,306290.75
27-Jan-17,8610.5,8641.25,8672.7,8606.9,245878.23
30-Jan-17,8635.55,8632.75,8662.6,8617.75,199534
31-Jan-17,8629.45,8561.3,8631.75,8552.4,279365.65
01-Feb-17,8570.35,8716.4,8722.4,8537.5,277866.48
02-Feb-17,8724.75,8734.25,8757.6,8685.8,268482.09
03-Feb-17,8735.15,8740.95,8748.25,8707.75,267359.3
06-Feb-17,8785.45,8801.05,8814.1,8770.2,240458.93
07-Feb-17,8805.7,8768.3,8809.3,8741.05,306959.64
08-Feb-17,8774.55,8769.05,8791.25,8715,221891.64
09-Feb-17,8795.55,8778.4,8821.4,8724.1,234319.7
10-Feb-17,8812.35,8793.55,8822.1,8771.2,222469.21
13-Feb-17,8819.8,8805.05,8826.9,8754.2,198927.06
14-Feb-17,8819.9,8792.3,8820.45,8772.5,199424.99
15-Feb-17,8778.95,8724.7,8807.9,8712.85,223341.95
16-Feb-17,8739,8778,8783.95,8719.6,217442.77
17-Feb-17,8883.7,8821.7,8896.45,8804.25,354349.47
20-Feb-17,8818.55,8879.2,8886.25,8809.8,196036.98
21-Feb-17,8890.75,8907.85,8920.8,8860.95,223464.63
22-Feb-17,8931.6,8926.9,8960.75,8905.25,264635.36
23-Feb-17,8956.4,8939.5,8982.15,8927.55,331249.16
27-Feb-17,8943.7,8896.7,8951.8,8888.65,239160.76
28-Feb-17,8898.95,8879.6,8914.75,8867.6,275158.43
01-Mar-17,8904.4,8945.8,8960.8,8898.6,227419.26
02-Mar-17,8982.85,8899.75,8992.5,8879.8,247611.97
03-Mar-17,8883.5,8897.55,8907.1,8860.1,219972.54
06-Mar-17,8915.1,8963.45,8967.8,8914,191530.06
07-Mar-17,8977.75,8946.9,8977.85,8932.8,197293.26
08-Mar-17,8950.7,8924.3,8957.05,8891.95,222500.74
09-Mar-17,8914.5,8927,8945.8,8899.5,195507.34
10-Mar-17,8953.7,8934.55,8975.7,8903.95,173363.49
14-Mar-17,9091.65,9087,9122.75,9060.5,278369.38
15-Mar-17,9086.85,9084.8,9106.55,9075.5,246158.5
16-Mar-17,9129.65,9153.7,9158.45,9128.55,245786.92
17-Mar-17,9207.8,9160.05,9218.4,9147.6,318908.8
20-Mar-17,9166.95,9126.85,9167.6,9116.3,226503.4
21-Mar-17,9133.95,9121.5,9147.75,9087.2,293146.06
22-Mar-17,9047.2,9030.45,9072.9,9019.3,245989.95
23-Mar-17,9048.75,9086.3,9099.05,9048.6,243311.49
24-Mar-17,9104,9108,9133.55,9089.4,267385.25
27-Mar-17,9093.45,9045.2,9094.85,9024.65,268348.38
28-Mar-17,9081.5,9100.8,9110.4,9079.8,243958.52
29-Mar-17,9128.7,9143.8,9153.15,9109.1,319149.54
30-Mar-17,9142.6,9173.75,9183.15,9136.35,422293
31-Mar-17,9158.9,9173.75,9191.7,9152.1,267891.83
03-Apr-17,9220.6,9237.85,9245.35,9192.4,220729.31
05-Apr-17,9264.4,9265.15,9273.9,9215.4,302878.32
06-Apr-17,9245.8,9261.95,9267.95,9218.85,254229.43
07-Apr-17,9223.7,9198.3,9250.5,9188.1,281562.73
10-Apr-17,9225.6,9181.45,9225.65,9174.85,235701.06
11-Apr-17,9184.55,9237,9242.7,9172.85,265940.55
12-Apr-17,9242.5,9203.45,9246.4,9161.8,259032.59
13-Apr-17,9202.5,9150.8,9202.65,9144.95,223259.8
17-Apr-17,9144.75,9139.3,9160,9120.25,225443.17
18-Apr-17,9163,9105.15,9217.9,9095.45,280565.56
19-Apr-17,9112.2,9103.5,9120.5,9075.15,240691.32
20-Apr-17,9108.1,9136.4,9143.9,9102.65,253908.24
21-Apr-17,9179.1,9119.4,9183.65,9088.75,254063.04
24-Apr-17,9135.35,9217.95,9225.4,9130.55,259271.36
25-Apr-17,9273.05,9306.6,9309.2,9250.35,293100.07
26-Apr-17,9336.2,9351.85,9367,9301.35,294753.27
27-Apr-17,9359.15,9342.15,9367.15,9322.65,310477.39
28-Apr-17,9340.95,9304.05,9342.65,9282.25,265494.75
02-May-17,9339.85,9313.8,9352.55,9269.9,259754.07
03-May-17,9344.7,9311.95,9346.3,9298.4,252729.62
04-May-17,9360.95,9359.9,9365.65,9323.25,276324.34
05-May-17,9374.55,9285.3,9377.1,9272,289228.99
08-May-17,9311.45,9314.05,9338.7,9297.95,220944.61
09-May-17,9337.35,9316.85,9338.95,9307.7,235649.87
10-May-17,9339.65,9407.3,9414.75,9336,242982.93
11-May-17,9448.6,9422.4,9450.65,9411.3,253872.91
12-May-17,9436.65,9400.9,9437.75,9372.55,251838.48
15-May-17,9433.55,9445.4,9449.25,9423.1,229167.73
16-May-17,9461,9512.25,9517.2,9456.35,248736.98
17-May-17,9517.6,9525.75,9532.6,9486.1,257640.48
18-May-17,9453.2,9429.45,9489.1,9418.1,281808.71
19-May-17,9469.9,9427.9,9505.75,9390.75,291936.79
22-May-17,9480.25,9438.25,9498.65,9427.9,226055.05
23-May-17,9445.05,9386.15,9448.05,9370,280658.45
24-May-17,9410.9,9360.55,9431.9,9341.65,273709.17
25-May-17,9384.05,9509.75,9523.3,9379.2,351280.72
26-May-17,9507.75,9595.1,9604.9,9495.4,265568.62
29-May-17,9560.05,9604.9,9637.75,9547.7,260252.72
30-May-17,9590.65,9624.55,9635.3,9581.2,241894.58
31-May-17,9636.55,9621.25,9649.6,9609.25,392982.42
01-Jun-17,9603.55,9616.1,9634.65,9589.9,234627.38
02-Jun-17,9657.15,9653.5,9673.5,9637.45,223026.15
05-Jun-17,9656.3,9675.1,9687.2,9640.7,209926.11
06-Jun-17,9704.25,9637.15,9709.3,9630.2,221776.08
07-Jun-17,9663.95,9663.9,9678.55,9630.55,230436.73
08-Jun-17,9682.4,9647.25,9688.7,9641.5,224467.21
09-Jun-17,9638.55,9668.25,9676.25,9608.15,223344.62
12-Jun-17,9646.7,9616.4,9647.05,9598.5,202255.25
13-Jun-17,9615.55,9606.9,9654.15,9595.4,205040.73
14-Jun-17,9621.55,9618.15,9627.4,9580.45,243697.35
15-Jun-17,9617.9,9578.05,9621.4,9560.8,239443.59
16-Jun-17,9595.45,9588.05,9615.85,9565.5,271686.55
19-Jun-17,9626.4,9657.55,9673.3,9614.9,200597
20-Jun-17,9670.5,9653.5,9676.5,9643.75,221117.49
